GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
729082	8.67e-11	1.58e-12	0.0354	-7.067515	-0.2503707	3762.46	OIP5-AS1	OIP5 antisense RNA 1
154860	8.92e-11	1.64e-12	0.0674	-7.062472	-0.4759091	378.48	FEZF1-AS1	FEZF1 antisense RNA 1
56052	8.92e-11	1.63e-12	0.0592	7.062736	0.4179523	979.25	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
55040	8.92e-11	1.64e-12	0.1372	7.06229	0.9687831	740.85	EPN3	epsin 3
81619	9.23e-11	1.70e-12	0.0549	7.057179	0.3875995	4151.74	TSPAN14	tetraspanin 14
10452	9.24e-11	1.71e-12	0.0506	7.056589	0.3567236	3807.98	TOMM40	translocase of outer mitochondrial membrane 40
3040	9.50e-11	1.76e-12	0.2979	-7.052344	-2.1006484	25	HBA2	hemoglobin subunit alpha 2
201633	9.54e-11	1.77e-12	0.0629	7.051407	0.4432338	2356.1	TIGIT	T cell immunoreceptor with Ig and ITIM domains
79786	9.56e-11	1.78e-12	0.0298	-7.050614	-0.209893	4629.43	KLHL36	kelch like family member 36
2037	9.77e-11	1.83e-12	0.0492	-7.046892	-0.3469066	5042.31	EPB41L2	erythrocyte membrane protein band 4.1 like 2
83743	9.77e-11	1.83e-12	0.0587	7.04711	0.4136942	2229.8	GRWD1	glutamate rich WD repeat containing 1
10929	9.84e-11	1.85e-12	0.1428	7.04554	1.0063234	2095.74	SRSF8	serine and arginine rich splicing factor 8
284131	1.01e-10	1.90e-12	0.0678	-7.041496	-0.4772813	696.06	ENDOV	endonuclease V
253782	1.08e-10	2.04e-12	0.038	-7.031756	-0.2674815	2932.79	CERS6	ceramide synthase 6
55515	1.08e-10	2.05e-12	0.153	-7.030912	-1.0759592	111.76	ASIC4	acid sensing ion channel subunit family member 4
79602	1.08e-10	2.05e-12	0.046	-7.031147	-0.3237672	3756.18	ADIPOR2	adiponectin receptor 2
205717	1.17e-10	2.22e-12	0.065	-7.019692	-0.4560659	1793.27	USF3	upstream transcription factor family member 3
29927	1.17e-10	2.24e-12	0.0752	7.018453	0.5279908	10475.32	SEC61A1	SEC61 translocon subunit alpha 1
55080	1.27e-10	2.44e-12	0.1269	-7.006968	-0.8888832	182.35	TAPBPL	TAP binding protein like
1628	1.28e-10	2.46e-12	0.1078	-7.005741	-0.7549461	1266.15	DBP	D-box binding PAR bZIP transcription factor
105377329	1.36e-10	2.62e-12	0.1378	6.996911	0.9638467	604.53	LOC105377329	uncharacterized LOC105377329
54505	1.37e-10	2.65e-12	0.0506	6.995193	0.3541313	1914.35	DHX29	DExH-box helicase 29
57161	1.45e-10	2.80e-12	0.2013	-6.987191	-1.406258	131.13	PELI2	pellino E3 ubiquitin protein ligase family member 2
57102	1.49e-10	2.89e-12	0.0676	6.982768	0.4719351	560.51	C12orf4	chromosome 12 open reading frame 4
309	1.57e-10	3.06e-12	0.0441	-6.975089	-0.3073712	4496.47	ANXA6	annexin A6
9526	1.72e-10	3.36e-12	0.0517	6.961938	0.3602109	947.95	MPDU1	mannose-P-dolichol utilization defect 1
57700	1.73e-10	3.39e-12	0.0496	-6.960692	-0.3455788	1412.77	FHIP2A	FHF complex subunit HOOK interacting protein 2A
220213	1.79e-10	3.51e-12	0.1047	-6.955446	-0.7284525	273.73	OTUD1	OTU deubiquitinase 1
286042	1.84e-10	3.62e-12	0.1	-6.951208	-0.6949551	204.36	FAM86B3P	family with sequence similarity 86, member A pseudogene
25939	1.93e-10	3.81e-12	0.0716	6.943913	0.4973045	1446.23	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
55684	1.97e-10	3.90e-12	0.0458	6.940647	0.3180116	3528.55	RABL6	RAB, member RAS oncogene family like 6
105370363	2.18e-10	4.32e-12	0.2111	-6.926148	-1.4620349	66	LOC105370363	uncharacterized LOC105370363
5324	2.19e-10	4.35e-12	0.1831	-6.925239	-1.2681145	69.98	PLAG1	PLAG1 zinc finger
5860	2.28e-10	4.55e-12	0.0621	6.918914	0.4299418	1097.32	QDPR	quinoid dihydropteridine reductase
440270	2.33e-10	4.67e-12	0.0502	6.915303	0.3470869	5453.22	GOLGA8B	golgin A8 family member B
8861	2.42e-10	4.85e-12	0.0525	6.909993	0.3630416	4478.86	LDB1	LIM domain binding 1
3164	2.45e-10	4.93e-12	0.1001	-6.907694	-0.6912395	823.67	NR4A1	nuclear receptor subfamily 4 group A member 1
113829	2.57e-10	5.18e-12	0.061	6.900649	0.4211566	1720.49	SLC35A4	solute carrier family 35 member A4
6875	2.59e-10	5.24e-12	0.0628	-6.898787	-0.4334444	998.86	TAF4B	TATA-box binding protein associated factor 4b
4121	2.71e-10	5.49e-12	0.0575	6.892335	0.396081	9080.1	MAN1A1	mannosidase alpha class 1A member 1
201627	2.71e-10	5.51e-12	0.0608	-6.891671	-0.4190617	1012.13	DENND6A	DENN domain containing 6A
84154	2.90e-10	5.92e-12	0.0489	6.881669	0.3368393	1757.33	RPF2	ribosome production factor 2 homolog
93	2.97e-10	6.07e-12	0.0675	-6.877947	-0.4642311	2075.7	ACVR2B	activin A receptor type 2B
26953	2.99e-10	6.12e-12	0.0556	6.876898	0.3821148	1522.64	RANBP6	RAN binding protein 6
11154	3.22e-10	6.60e-12	0.0981	6.866026	0.6735267	225.9	AP4S1	adaptor related protein complex 4 subunit sigma 1
64332	3.49e-10	7.19e-12	0.0809	-6.853826	-0.5546093	268.51	NFKBIZ	NFKB inhibitor zeta
100652730	3.80e-10	7.84e-12	0.1832	-6.841396	-1.2533757	189.18	LINC00659	long intergenic non-protein coding RNA 659
26154	3.82e-10	7.91e-12	0.3004	6.840241	2.0546823	135.36	ABCA12	ATP binding cassette subfamily A member 12
58525	4.13e-10	8.57e-12	0.0567	6.828685	0.3868912	1818.96	WIZ	WIZ zinc finger
10527	4.18e-10	8.69e-12	0.0456	-6.826649	-0.3112611	11330.71	IPO7	importin 7
51222	4.20e-10	8.75e-12	0.0948	6.82569	0.6471678	767.16	ZNF219	zinc finger protein 219
55253	4.43e-10	9.26e-12	0.0592	6.817538	0.4038042	930.17	TYW1	tRNA-yW synthesizing protein 1 homolog
5657	4.49e-10	9.41e-12	0.1432	-6.815187	-0.975654	74.34	PRTN3	proteinase 3
4488	4.56e-10	9.58e-12	0.1149	6.81265	0.7828239	1011.15	MSX2	msh homeobox 2
3006	4.68e-10	9.86e-12	0.1913	6.808537	1.3024326	190.76	H1-2	H1.2 linker histone, cluster member
27161	4.70e-10	9.92e-12	0.0443	-6.807604	-0.301392	10094.06	AGO2	argonaute RISC catalytic component 2
5660	4.76e-10	1.01e-11	0.0334	6.80548	0.2273531	24162.87	PSAP	prosaposin
22852	4.83e-10	1.02e-11	0.0404	-6.80306	-0.2748998	1313.25	ANKRD26	ankyrin repeat domain containing 26
2241	4.98e-10	1.06e-11	0.0464	-6.798196	-0.3156979	2883.78	FER	FER tyrosine kinase
374879	5.00e-10	1.07e-11	0.0957	-6.797391	-0.6503247	453.6	ZNF699	zinc finger protein 699
8728	5.19e-10	1.11e-11	0.0529	-6.791606	-0.3595313	11100.28	ADAM19	ADAM metallopeptidase domain 19
55858	6.04e-10	1.29e-11	0.0486	6.769258	0.3290479	2299.93	TMEM165	transmembrane protein 165
92797	6.53e-10	1.40e-11	0.1116	-6.757625	-0.753928	341.81	HELB	DNA helicase B
84981	6.56e-10	1.41e-11	0.1614	6.75655	1.0908372	179.2	MIR22HG	MIR22 host gene
205860	6.80e-10	1.47e-11	0.1277	6.751127	0.8623379	427.53	TRIML2	tripartite motif family like 2
114112	6.88e-10	1.49e-11	0.0557	-6.748879	-0.3757098	799.66	TXNRD3	thioredoxin reductase 3
79888	7.14e-10	1.55e-11	0.0329	6.743329	0.2220008	5081.1	LPCAT1	lysophosphatidylcholine acyltransferase 1
79577	7.19e-10	1.56e-11	0.0324	6.741929	0.2185042	2084.66	CDC73	cell division cycle 73
101930275	7.23e-10	1.58e-11	0.1204	6.740801	0.8116406	150.6	MTUS1-DT	MTUS1 divergent transcript
23212	7.29e-10	1.59e-11	0.1022	6.739078	0.6887837	1783.09	RRS1	ribosome biogenesis regulator 1 homolog
7726	7.30e-10	1.60e-11	0.0563	6.738602	0.37953	1983.8	TRIM26	tripartite motif containing 26
58191	7.39e-10	1.62e-11	0.0435	6.736546	0.2933555	1517.7	CXCL16	C-X-C motif chemokine ligand 16
123920	8.00e-10	1.76e-11	0.1039	6.724592	0.6987337	578.94	CMTM3	CKLF like MARVEL transmembrane domain containing 3
58486	8.53e-10	1.88e-11	0.0598	6.714872	0.4018559	1168.02	ZBED5	zinc finger BED-type containing 5
56996	8.82e-10	1.95e-11	0.0755	6.709707	0.5063826	1462.24	SLC12A9	solute carrier family 12 member 9
27153	9.92e-10	2.20e-11	0.0791	6.692089	0.5294102	667.29	ZNF777	zinc finger protein 777
26035	1.04e-09	2.31e-11	0.0852	-6.684722	-0.5696547	2245.91	GLCE	glucuronic acid epimerase
55795	1.05e-09	2.33e-11	0.0438	-6.683489	-0.2924104	3225.59	PCID2	PCI domain containing 2
135154	1.06e-09	2.37e-11	0.089	-6.681412	-0.5944316	194.74	SDHAF4	succinate dehydrogenase complex assembly factor 4
5187	1.12e-09	2.50e-11	0.1373	-6.673299	-0.9165459	3395.59	PER1	period circadian regulator 1
8678	1.14e-09	2.56e-11	0.0488	6.670118	0.3252559	2132.64	BECN1	beclin 1
79183	1.25e-09	2.81e-11	0.0518	6.656315	0.3444956	1600.21	TTPAL	alpha tocopherol transfer protein like
23138	1.30e-09	2.94e-11	0.07	-6.649406	-0.4655146	646.42	N4BP3	NEDD4 binding protein 3
79177	1.30e-09	2.95e-11	0.0865	6.649246	0.5752292	293.14	ZNF576	zinc finger protein 576
5515	1.32e-09	3.00e-11	0.0289	6.646683	0.1918889	5931.7	PPP2CA	protein phosphatase 2 catalytic subunit alpha
2200	1.34e-09	3.04e-11	0.227	-6.644503	-1.5081122	126.69	FBN1	fibrillin 1
10970	1.36e-09	3.09e-11	0.0418	6.64229	0.2778707	3066.55	CKAP4	cytoskeleton associated protein 4
3039	1.40e-09	3.18e-11	0.2745	-6.637891	-1.8221768	29.52	HBA1	hemoglobin subunit alpha 1
54499	1.43e-09	3.27e-11	0.0551	6.63399	0.3652882	2195.01	TMCO1	transmembrane and coiled-coil domains 1
9816	1.45e-09	3.33e-11	0.0949	6.631215	0.6295879	1690.17	URB2	URB2 ribosome biogenesis homolog
10078	1.52e-09	3.48e-11	0.0607	6.624632	0.4019121	839.86	TSSC4	tumor suppressing subtransferable candidate 4
1399	1.53e-09	3.52e-11	0.1033	-6.623038	-0.6842893	5481.32	CRKL	CRK like proto-oncogene, adaptor protein
4860	1.53e-09	3.54e-11	0.0567	6.622323	0.3755126	2034.41	PNP	purine nucleoside phosphorylase
10330	1.65e-09	3.82e-11	0.0479	6.61108	0.3165696	1743.23	CNPY2	canopy FGF signaling regulator 2
378938	1.75e-09	4.05e-11	0.0923	6.602405	0.6094169	2694.33	MALAT1	metastasis associated lung adenocarcinoma transcript 1
154661	1.77e-09	4.11e-11	0.109	-6.600112	-0.7190867	267.22	RUNDC3B	RUN domain containing 3B
57532	1.84e-09	4.28e-11	0.0394	-6.59415	-0.2596862	7373.66	NUFIP2	nuclear FMR1 interacting protein 2
57716	1.95e-09	4.56e-11	0.1293	-6.584648	-0.8513634	296.56	PRX	periaxin
25862	2.01e-09	4.70e-11	0.0572	-6.580006	-0.3766094	1114.71	USP49	ubiquitin specific peptidase 49
105378853	2.04e-09	4.78e-11	0.1546	-6.577737	-1.0171332	89.53	LINC02609	long intergenic non-protein coding RNA 2609
55341	2.16e-09	5.08e-11	0.0642	6.568586	0.4217609	2552.42	LSG1	large 60S subunit nuclear export GTPase 1
6830	2.18e-09	5.12e-11	0.0617	6.56732	0.4053912	7061.27	SUPT6H	SPT6 homolog, histone chaperone and transcription elongation factor
6329	2.32e-09	5.48e-11	0.1364	-6.557223	-0.8945233	191.37	SCN4A	sodium voltage-gated channel alpha subunit 4
94030	2.34e-09	5.54e-11	0.1143	-6.555716	-0.7495041	137.12	LRRC4B	leucine rich repeat containing 4B
64131	2.37e-09	5.61e-11	0.0699	-6.553732	-0.4578668	497.11	XYLT1	xylosyltransferase 1
109136579	2.48e-09	5.89e-11	0.0924	6.546401	0.604728	2603.46	TALAM1	TALAM1 transcript, MALAT1 antisense RNA
740	2.49e-09	5.93e-11	0.0378	6.545432	0.247524	2722.2	MRPL49	mitochondrial ribosomal protein L49
2823	2.75e-09	6.55e-11	0.1189	6.530516	0.7768025	221.15	GPM6A	glycoprotein M6A
5001	2.79e-09	6.67e-11	0.0565	6.527883	0.3688383	1032.33	ORC5	origin recognition complex subunit 5
53	2.88e-09	6.91e-11	0.0856	6.522526	0.5585516	729.67	ACP2	acid phosphatase 2, lysosomal
9244	3.02e-09	7.25e-11	0.0521	-6.515363	-0.3396149	1335.72	CRLF1	cytokine receptor like factor 1
126567	3.10e-09	7.45e-11	0.0729	-6.511286	-0.4747429	486.82	C2CD4C	C2 calcium dependent domain containing 4C
7268	3.10e-09	7.49e-11	0.0529	6.510549	0.3446472	762.43	TTC4	tetratricopeptide repeat domain 4
283358	3.10e-09	7.48e-11	0.0568	-6.510776	-0.3697605	1155.02	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3
678655	3.11e-09	7.53e-11	0.129	-6.509721	-0.8394643	100.11	CD27-AS1	CD27 antisense RNA 1
79792	3.21e-09	7.79e-11	0.0384	-6.504577	-0.2498149	2147.31	GSDMD	gasdermin D
29922	3.32e-09	8.11e-11	0.0488	6.498519	0.3172135	851.7	NME7	NME/NM23 family member 7
3344	3.32e-09	8.10e-11	0.062	-6.498811	-0.4031586	1207.14	FOXN2	forkhead box N2
9025	3.32e-09	8.11e-11	0.0428	6.498519	0.2780215	1292.08	RNF8	ring finger protein 8
23612	3.36e-09	8.23e-11	0.1321	6.496357	0.8584569	1105.77	PHLDA3	pleckstrin homology like domain family A member 3
10529	3.53e-09	8.66e-11	0.0853	6.488752	0.5534557	2099.07	NEBL	nebulette
9537	3.56e-09	8.77e-11	0.0758	-6.486847	-0.4916988	2574.93	TP53I11	tumor protein p53 inducible protein 11
